Date,Actual Price,Discount Price
2024-04-29,128000,128000
2024-05-01,128000,128000
2024-05-04,128000,128000
2024-05-05,128000,128000
2024-05-07,128000,128000
2024-05-09,128000,128000
2024-05-11,128000,128000
2024-05-13,128000,128000
2024-05-14,128000,128000
2024-05-16,128000,128000
2024-05-17,128000,128000
2024-05-18,128000,128000
2024-05-20,85000,79998
2024-05-21,54900,54900
